database,table,ordinal,column,declared_type,not_null,default,primary_key_ordinal,finding_status
data/xsec_klines.db,ingest_log,3,done_ts,INTEGER,0,,0,VERIFIED FROM CODE/DATA
data/xsec_klines.db,klines,0,symbol,TEXT,1,,1,VERIFIED FROM CODE/DATA
data/xsec_klines.db,klines,1,open_time,INTEGER,1,,2,VERIFIED FROM CODE/DATA
data/xsec_klines.db,klines,2,open,REAL,0,,0,VERIFIED FROM CODE/DATA
data/xsec_klines.db,klines,3,high,REAL,0,,0,VERIFIED FROM CODE/DATA
data/xsec_klines.db,klines,4,low,REAL,0,,0,VERIFIED FROM CODE/DATA
data/xsec_klines.db,klines,5,close,REAL,0,,0,VERIFIED FROM CODE/DATA
data/xsec_klines.db,klines,6,volume,REAL,0,,0,VERIFIED FROM CODE/DATA
data/xsec_klines.db,klines,7,quote_volume,REAL,0,,0,VERIFIED FROM CODE/DATA
data/xsec_klines.db,klines,8,trades,INTEGER,0,,0,VERIFIED FROM CODE/DATA
data/xsec_klines.db,price_supplement_ingest,0,symbol,TEXT,1,,1,VERIFIED FROM CODE/DATA
data/xsec_klines.db,price_supplement_ingest,1,part,TEXT,1,,2,VERIFIED FROM CODE/DATA
data/xsec_klines.db,price_supplement_ingest,2,archive_sha256,TEXT,0,,0,VERIFIED FROM CODE/DATA
data/xsec_klines.db,price_supplement_ingest,3,rows_sha256,TEXT,1,,0,VERIFIED FROM CODE/DATA
data/xsec_klines.db,price_supplement_ingest,4,archive_rows,INTEGER,1,,0,VERIFIED FROM CODE/DATA
data/xsec_klines.db,price_supplement_ingest,5,min_open_time,INTEGER,0,,0,VERIFIED FROM CODE/DATA
data/xsec_klines.db,price_supplement_ingest,6,max_open_time,INTEGER,0,,0,VERIFIED FROM CODE/DATA
data/xsec_klines.db,price_supplement_ingest,7,expected_rows,INTEGER,1,,0,VERIFIED FROM CODE/DATA
data/xsec_klines.db,price_supplement_ingest,8,missing_minutes,INTEGER,1,,0,VERIFIED FROM CODE/DATA
data/xsec_klines.db,price_supplement_ingest,9,status,TEXT,1,,0,VERIFIED FROM CODE/DATA
data/xsec_klines.db,price_supplement_ingest,10,done_ts,INTEGER,1,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,0,basis_spot_bps,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,1,basis_spot_slope,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,2,bk_post10_askq,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,3,bk_post10_bdep,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,4,bk_post10_bidq,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,5,bk_post10_bidq_min,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,6,bk_post10_imb,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,7,bk_post10_imb_slope,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,8,bk_post10_n,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,9,bk_post10_spread,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,10,bk_post10_spread_max,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,11,bk_post1_askq,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,12,bk_post1_bdep,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,13,bk_post1_bidq,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,14,bk_post1_bidq_min,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,15,bk_post1_imb,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,16,bk_post1_imb_slope,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,17,bk_post1_n,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,18,bk_post1_spread,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,19,bk_post1_spread_max,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,20,bk_post5_askq,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,21,bk_post5_bdep,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,22,bk_post5_bidq,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,23,bk_post5_bidq_min,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,24,bk_post5_imb,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,25,bk_post5_imb_slope,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,26,bk_post5_n,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,27,bk_post5_spread,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,28,bk_post5_spread_max,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,29,bk_pre10_askq,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,30,bk_pre10_bdep,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,31,bk_pre10_bidq,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,32,bk_pre10_bidq_min,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,33,bk_pre10_imb,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,34,bk_pre10_imb_slope,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,35,bk_pre10_n,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,36,bk_pre10_spread,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,37,bk_pre10_spread_max,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,38,bk_pre1_askq,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,39,bk_pre1_bdep,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,40,bk_pre1_bidq,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,41,bk_pre1_bidq_min,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,42,bk_pre1_imb,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,43,bk_pre1_imb_slope,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,44,bk_pre1_n,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,45,bk_pre1_spread,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,46,bk_pre1_spread_max,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,47,bk_pull,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,48,bk_refill,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,49,dow,INTEGER,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,50,dur_s,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,51,ent_10s_bps,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,52,ent_15m_bps,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,53,ent_1m_bps,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,54,ent_2s_bps,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,55,ent_30s_bps,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,56,ent_5m_bps,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,57,ent_5s_bps,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,58,fl_post10_avg_sz,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,59,fl_post10_impact,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,60,fl_post10_max_sz,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,61,fl_post10_n,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,62,fl_post10_ofi,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,63,fl_post10_tot,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,64,fl_post1_avg_sz,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,65,fl_post1_impact,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,66,fl_post1_max_sz,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,67,fl_post1_n,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,68,fl_post1_ofi,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,69,fl_post1_tot,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,70,fl_post5_avg_sz,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,71,fl_post5_impact,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,72,fl_post5_max_sz,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,73,fl_post5_n,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,74,fl_post5_ofi,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,75,fl_post5_tot,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,76,fl_pre10_avg_sz,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,77,fl_pre10_impact,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,78,fl_pre10_max_sz,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,79,fl_pre10_n,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,80,fl_pre10_ofi,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,81,fl_pre10_tot,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,82,fl_pre1_avg_sz,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,83,fl_pre1_impact,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,84,fl_pre1_max_sz,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,85,fl_pre1_n,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,86,fl_pre1_ofi,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,87,fl_pre1_tot,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,88,fund_min_to,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,89,fund_rate,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,90,fund_vel_1h,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,91,fund_vel_8h,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,92,hour,INTEGER,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,93,is_event,INTEGER,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,94,lbl_continuation,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,95,lbl_profit_long_6h,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,96,liq_btc_sync,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,97,liq_prebuild_1h,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,98,liq_sol_sync,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,99,liq_two_sided_1h,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,100,mae_6h,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,101,mfe_6h,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,102,nliq,INTEGER,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,103,post_max_bps_30m,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,104,post_min_bps_30m,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,105,post_t_min_s,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,106,px_post10_ret,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,107,px_post1_ret,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,108,px_post5_ret,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,109,px_pre10_ret,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,110,px_pre1_ret,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,111,px_ret_1h,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,112,px_ret_4h,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,113,px_rv,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,114,rn,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,115,ts_ms,INTEGER,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,116,y_1h,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,117,y_2h,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,118,y_30m,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,119,y_6h,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,120,yg_10s,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,121,yg_15m,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,122,yg_1m,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,123,yg_2s,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,124,yg_30s,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,125,yg_5m,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,126,yg_5s,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,127,btc4h,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,128,btc7d,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,129,eth1h_gate,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,130,bull,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/mechanism_store.sqlite,events,131,gated,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,alpha_families,0,signal,TEXT,0,,1,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,alpha_families,1,direction,TEXT,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,alpha_families,2,universe,TEXT,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,alpha_families,3,status,TEXT,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,alpha_families,4,note,TEXT,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,paper_signal_pnl,0,signal,TEXT,0,,1,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,paper_signal_pnl,1,direction,TEXT,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,paper_signal_pnl,2,n,INTEGER,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,paper_signal_pnl,3,wins,INTEGER,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,paper_signal_pnl,4,wr,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,paper_signal_pnl,5,sum_net_bps,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,paper_signal_pnl,6,avg_net_bps,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,paper_signal_pnl,7,best_bps,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,paper_signal_pnl,8,worst_bps,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,paper_trades,0,id,INTEGER,0,,1,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,paper_trades,1,ledger,TEXT,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,paper_trades,2,signal,TEXT,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,paper_trades,3,direction,TEXT,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,paper_trades,4,status,TEXT,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,paper_trades,5,anchor_ts_ms,INTEGER,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,paper_trades,6,anchor_utc,TEXT,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,paper_trades,7,entry_ts_ms,INTEGER,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,paper_trades,8,entry_price,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,paper_trades,9,exit_ts_ms,INTEGER,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,paper_trades,10,exit_price,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,paper_trades,11,outcome_bps,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,paper_trades,12,net_bps,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,paper_trades,13,close_reason,TEXT,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,paper_trades,14,session,TEXT,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,paper_trades,15,dow,INTEGER,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,paper_trades,16,conviction_score,INTEGER,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,paper_trades,17,running_notional,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,paper_trades,18,closed_utc,TEXT,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_clean,0,id,INT,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_clean,1,report,TEXT,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_clean,2,key,TEXT,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_clean,3,label,TEXT,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_clean,4,direction,TEXT,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_clean,5,n,INT,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_clean,6,per_month,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_clean,7,wr,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_clean,8,avg_bps,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_clean,9,total_bps,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_clean,10,worst_bps,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_clean,11,tail_n,INT,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_clean,12,mdd_bps,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_clean,13,mc_p,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_clean,14,wf,TEXT,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_clean,15,ho_avg,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_clean,16,wr_norm,,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_clean,17,bps_ok,,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_clean,18,trust,INTEGER,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_results,0,id,INTEGER,0,,1,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_results,1,report,TEXT,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_results,2,key,TEXT,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_results,3,label,TEXT,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_results,4,direction,TEXT,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_results,5,n,INTEGER,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_results,6,per_month,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_results,7,wr,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_results,8,avg_bps,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_results,9,total_bps,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_results,10,worst_bps,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_results,11,tail_n,INTEGER,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_results,12,mdd_bps,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_results,13,mc_p,REAL,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_results,14,wf,TEXT,0,,0,VERIFIED FROM CODE/DATA
reports/research/s34/S34_ALL.db,research_results,15,ho_avg,REAL,0,,0,VERIFIED FROM CODE/DATA
data/funding_history.db,fetch_runs,0,run_id,TEXT,0,,1,VERIFIED FROM CODE/DATA
data/funding_history.db,fetch_runs,1,started_at_utc,TEXT,1,,0,VERIFIED FROM CODE/DATA
data/funding_history.db,fetch_runs,2,completed_at_utc,TEXT,0,,0,VERIFIED FROM CODE/DATA
data/funding_history.db,fetch_runs,3,symbols_json,TEXT,1,,0,VERIFIED FROM CODE/DATA
data/funding_history.db,fetch_runs,4,notes_json,TEXT,1,,0,VERIFIED FROM CODE/DATA
data/funding_history.db,funding_rates,0,symbol,TEXT,1,,1,VERIFIED FROM CODE/DATA
data/funding_history.db,funding_rates,1,funding_time_ms,INTEGER,1,,2,VERIFIED FROM CODE/DATA
data/funding_history.db,funding_rates,2,funding_time_utc,TEXT,1,,0,VERIFIED FROM CODE/DATA
data/funding_history.db,funding_rates,3,funding_rate,REAL,1,,0,VERIFIED FROM CODE/DATA
data/funding_history.db,funding_rates,4,mark_price_at_settlement,REAL,1,,0,VERIFIED FROM CODE/DATA
data/funding_history.db,funding_rates,5,source,TEXT,1,'binance_public',0,VERIFIED FROM CODE/DATA
data/funding_history.db,futures_klines_1h,0,symbol,TEXT,1,,1,VERIFIED FROM CODE/DATA
data/funding_history.db,futures_klines_1h,1,open_time_ms,INTEGER,1,,2,VERIFIED FROM CODE/DATA
data/funding_history.db,futures_klines_1h,2,close_time_ms,INTEGER,1,,0,VERIFIED FROM CODE/DATA
data/funding_history.db,futures_klines_1h,3,open,REAL,1,,0,VERIFIED FROM CODE/DATA
data/funding_history.db,futures_klines_1h,4,high,REAL,1,,0,VERIFIED FROM CODE/DATA
data/funding_history.db,futures_klines_1h,5,low,REAL,1,,0,VERIFIED FROM CODE/DATA
data/funding_history.db,futures_klines_1h,6,close,REAL,1,,0,VERIFIED FROM CODE/DATA
data/funding_history.db,futures_klines_1h,7,volume,REAL,1,,0,VERIFIED FROM CODE/DATA
data/funding_history.db,futures_klines_1h,8,source,TEXT,1,'binance_public',0,VERIFIED FROM CODE/DATA
data/funding_history.db,open_interest_hist,0,symbol,TEXT,1,,1,VERIFIED FROM CODE/DATA
data/funding_history.db,open_interest_hist,1,period,TEXT,1,,2,VERIFIED FROM CODE/DATA
data/funding_history.db,open_interest_hist,2,timestamp_ms,INTEGER,1,,3,VERIFIED FROM CODE/DATA
data/funding_history.db,open_interest_hist,3,sum_open_interest,REAL,1,,0,VERIFIED FROM CODE/DATA
data/funding_history.db,open_interest_hist,4,sum_open_interest_value,REAL,1,,0,VERIFIED FROM CODE/DATA
